移动IPV6,#genre#
BRTV卡酷少儿,http://nas.tuyuannet.cn:8800/rtp/239.37.0.60:5540
河南武术世界,http://nas.tuyuannet.cn:8800/rtp/239.37.0.76:5540
吉林磐石,http://nas.tuyuannet.cn:8800/rtp/239.37.0.164:5540
吉林汪清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.165:5540
吉林图们1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.166:5540
吉林延吉1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.167:5540
吉林梨树新闻,http://nas.tuyuannet.cn:8800/rtp/239.37.0.168:5540
吉林双辽,http://nas.tuyuannet.cn:8800/rtp/239.37.0.169:5540
吉林公主岭综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.170:5540
吉林伊通1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.171:5540
吉林柳河综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.172:5540
吉林梅河口,http://nas.tuyuannet.cn:8800/rtp/239.37.0.173:5540
辉南,http://nas.tuyuannet.cn:8800/rtp/239.37.0.174:5540
镇赉综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.175:5540
吉林通榆,http://nas.tuyuannet.cn:8800/rtp/239.37.0.176:5540
吉林大安新闻综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.177:5540
东丰综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.179:5540
吉林扶余,http://nas.tuyuannet.cn:8800/rtp/239.37.0.180:5540
海南三沙卫视,http://nas.tuyuannet.cn:8800/rtp/239.37.0.200:5540
海南三沙卫视,http://nas.tuyuannet.cn:8800/rtp/239.37.0.201:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.205:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.206:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.207:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.208:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.209:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.210:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.211:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.213:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.214:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.216:5540
吉林舒兰新闻综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.217:5540
吉林洮南2,http://nas.tuyuannet.cn:8800/rtp/239.37.0.218:5540
吉林抚松,http://nas.tuyuannet.cn:8800/rtp/239.37.0.219:5540
吉林临江,http://nas.tuyuannet.cn:8800/rtp/239.37.0.220:5540
全纪实旅游频道,http://nas.tuyuannet.cn:8800/rtp/239.37.0.236:5540
MAX极速汽车,http://nas.tuyuannet.cn:8800/rtp/239.37.0.237:5540
法治天地,http://nas.tuyuannet.cn:8800/rtp/239.37.0.238:5540
金色学堂,http://nas.tuyuannet.cn:8800/rtp/239.37.0.239:5540
生活时尚,http://nas.tuyuannet.cn:8800/rtp/239.37.0.240:5540
都市剧场,http://nas.tuyuannet.cn:8800/rtp/239.37.0.241:5540
动漫秀场,http://nas.tuyuannet.cn:8800/rtp/239.37.0.242:5540
游戏风云,http://nas.tuyuannet.cn:8800/rtp/239.37.0.243:5540
快乐垂钓,http://nas.tuyuannet.cn:8800/rtp/239.37.0.244:5540
湖南茶频道,http://nas.tuyuannet.cn:8800/rtp/239.37.0.245:5540
湖南茶频道,http://nas.tuyuannet.cn:8800/rtp/239.37.0.245:5540
吉林松原,http://nas.tuyuannet.cn:8800/rtp/239.37.0.246:5540
吉林松原公共,http://nas.tuyuannet.cn:8800/rtp/239.37.0.247:5540
吉林延边1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.248:5540
吉林延边2,http://nas.tuyuannet.cn:8800/rtp/239.37.0.249:5540
吉林辽源新闻综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.250:5540
吉林辽源公共,http://nas.tuyuannet.cn:8800/rtp/239.37.0.251:5540
吉林蛟河,http://nas.tuyuannet.cn:8800/rtp/239.37.0.252:5540
吉林公共新闻,http://nas.tuyuannet.cn:8800/rtp/239.37.1.6:5540
吉林综艺文化,http://nas.tuyuannet.cn:8800/rtp/239.37.1.7:5540
吉林都市,http://nas.tuyuannet.cn:8800/rtp/239.37.1.2:5540
吉林影视,http://nas.tuyuannet.cn:8800/rtp/239.37.1.3:5540
吉林东北戏曲,http://nas.tuyuannet.cn:8800/rtp/239.37.1.9:5540
吉林乡村,http://nas.tuyuannet.cn:8800/rtp/239.37.1.5:5540
吉林生活,http://nas.tuyuannet.cn:8800/rtp/239.37.1.4:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.212:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.214:5540
吉林篮球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.213:5540
长影频道,http://nas.tuyuannet.cn:8800/rtp/239.37.0.125:5540
CRT综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.96:5540
CRT娱乐,http://nas.tuyuannet.cn:8800/rtp/239.37.0.97:5540
CRT经济,http://nas.tuyuannet.cn:8800/rtp/239.37.0.99:5540
CRT市民,http://nas.tuyuannet.cn:8800/rtp/239.37.0.98:5540
CRT汽车,http://nas.tuyuannet.cn:8800/rtp/239.37.0.100:5540
九屏,http://nas.tuyuannet.cn:8800/rtp/239.37.0.149:5540
全纪实,http://nas.tuyuannet.cn:8800/rtp/239.37.0.236:5540
纪实人文,http://nas.tuyuannet.cn:8800/rtp/239.37.0.152:5540
金鹰纪实,http://nas.tuyuannet.cn:8800/rtp/239.37.0.161:5540
冬奥纪实,http://nas.tuyuannet.cn:8800/rtp/239.37.0.162:5540
咪咕视频,http://nas.tuyuannet.cn:8800/rtp/239.37.0.195:5540
体育赛事,http://nas.tuyuannet.cn:8800/rtp/239.37.0.194:5540
直播,http://nas.tuyuannet.cn:8800/rtp/239.37.0.196:5540
直播,http://nas.tuyuannet.cn:8800/rtp/239.37.0.198:5540
直播,http://nas.tuyuannet.cn:8800/rtp/239.37.0.197:5540
直播,http://nas.tuyuannet.cn:8800/rtp/239.37.0.199:5540
直播,http://nas.tuyuannet.cn:8800/rtp/239.37.0.204:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.207:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.206:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.202:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.208:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.203:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.205:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.209:5540
直播摄,http://nas.tuyuannet.cn:8800/rtp/239.37.0.210:5540
大美人,http://nas.tuyuannet.cn:8800/rtp/239.37.0.215:5540
体育赛事,http://nas.tuyuannet.cn:8800/rtp/239.37.0.225:5540
电视剧,http://nas.tuyuannet.cn:8800/rtp/239.37.0.227:5540
广告,http://nas.tuyuannet.cn:8800/rtp/239.37.0.226:5540
极速汽车,http://nas.tuyuannet.cn:8800/rtp/239.37.0.237:5540
金色学堂,http://nas.tuyuannet.cn:8800/rtp/239.37.0.239:5540
体育,http://nas.tuyuannet.cn:8800/rtp/239.37.0.228:5540
法治天地,http://nas.tuyuannet.cn:8800/rtp/239.37.0.238:5540
生活时尚,http://nas.tuyuannet.cn:8800/rtp/239.37.0.240:5540
都市剧场,http://nas.tuyuannet.cn:8800/rtp/239.37.0.241:5540
动漫秀场,http://nas.tuyuannet.cn:8800/rtp/239.37.0.242:5540
游戏风云,http://nas.tuyuannet.cn:8800/rtp/239.37.0.243:5540
茶频道,http://nas.tuyuannet.cn:8800/rtp/239.37.0.245:5540
快乐垂钓,http://nas.tuyuannet.cn:8800/rtp/239.37.0.244:5540
金鹰卡通,http://nas.tuyuannet.cn:8800/rtp/239.37.1.19:5540
购物,http://nas.tuyuannet.cn:8800/rtp/239.37.0.253:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.13:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.14:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.16:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.17:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.18:5540
CGTN,http://nas.tuyuannet.cn:8800/rtp/239.37.1.15:5540
吉林地方2,#genre#
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
延边-2,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8?zjild
延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
长白新闻综合,http://player2.juyun.tv/tv/11347146.m3u8?zjild
长白朝语,http://player2.juyun.tv/tv/11344136.m3u8?zjild
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
东北戏曲,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=b234e6c41620650518
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
吉林7,http://stream1.jlntv.cn/fzpd/sd/live.m3u8
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8?_upt=4f4899d21531575987
吉林公共新闻,http://stream1.jlntv.cn/ggpd/sd/live.m3u8
吉林公共新闻,http://stream1.jlntv.cn/ggpd/sd/live.m3u8?_upt=b95938311531576098
吉林山村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8?_upt=ed8b01841531576074
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?_upt=212b47d81531576020
吉林乡村1600*900|,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
吉林影视1600*900|,http://stream1.jlntv.cn/yspd/sd/live.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
松原公共,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8
延边-2,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
永吉综合,http://stream10.jlntv.cn/yongji/sd/live.m3u8
长白朝语,http://player2.juyun.tv/tv/11344136.m3u8
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8
长白新闻综合,http://player2.juyun.tv/tv/11347146.m3u8
红色-老片,#genre#
地雷战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a90c788a458e40508615d711b8aae1af/850.m3u8
地道战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/312e39c68cc441feb79d1c2d7e16cbbd/850.m3u8
跟踪追击,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/059096230b4e46c0b5d4929ff98435d0/850.m3u8
红牡丹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/921b8081b58b4c2f81fb233b6c8e89ac/850.m3u8
侦察兵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/3e4727a0fca34aa8b9774472a4908eaf/850.m3u8
三毛流浪记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
红色娘子军,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2ea3b03b3a414303b830f92579243001/850.m3u8
五朵金花,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ae639196cf3949368c1b05776bb1d4fa/850.m3u8
洪湖赤卫队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2a58afdece3342eaac927648a2cccabd/850.m3u8
狼牙山五壮士,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/71c649af833c43a9b61e4f5c913bbd6b/850.m3u8
战上海,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
铁道游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
红孩子,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/bf55b84744d64eeaaedc5ea603855597/850.m3u8
宝葫芦的秘密,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/866474add7224067877bed430d9380ab/850.m3u8
董存瑞,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b657281ba44a4b279f55ec860c12543b/850.m3u8
地下尖兵,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/188d5706e5774f06850e06e4f181c4bd/850.m3u8
三毛从军记,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/919a08437d44499b87b7b4903f2b2ae6/850.m3u8
小兵张嘎,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
闪闪的红星,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/b90fcf1a5425479baf3a045282a1f263/850.m3u8
祖国的花朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef10a9a9b1534fe38fd4fdfdac1ed493/850.m3u8
花儿朵朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/53a44d8649024b58b69f4468b922b8f0/850.m3u8
上甘岭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c91f7aae9b8b4c578a7d9ecdf94b9dca/850.m3u8
平原游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/180ef18dec9a4edeb9d2b520d57cfc7f/850.m3u8
神秘的旅伴,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef95b9f13e2c47b882b67ef52139786a/850.m3u8
前哨,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e9c4ffe4002492484c0f50235299759/850.m3u8
刘三姐,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/680e102dc8614632862cf49a236def6e/850.m3u8
赛虎,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/34505162ca0848af9e23d33ed4018088/850.m3u8
犬王,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/08d97be6d296434098297a505e2f05b5/850.m3u8
特别攻击队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/c69eed95a2cd4752850bcac109151e37/850.m3u8
举起手来-追击阿多丸,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/a1093561ad0a4071b68eeae884de01e7/850.m3u8
鸡毛信,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/41fcf9fefcf247c78e2d64c7af5d6edd/850.m3u8
马兰花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c89d105b9661464bb8c5c5f46977f6c4/850.m3u8
南征北战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9557e1bfd91b4319975dfeffcc44d6b7/850.m3u8
羊城暗哨,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/215e7a6713884bcab8cc461e245531af/850.m3u8
冰山上的来客,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c86d45b176d642738dabf9da7361653b/850.m3u8
51号兵站,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/fa6557276d644b5ea399956a6bf94e59/850.m3u8
红日,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f2ee6e22cd894be1bc8c90b19f47ae2e/850.m3u8
战火中的青春,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/be0d797e3b494f5fa1cb6d48d29643f3/850.m3u8
英雄虎胆,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b7fcd0d4ebb045fe8e653ee71b4ef8fc/850.m3u8
突破乌江,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bf8ccfff8bc949a6a2ed6bcda45eb4e2/850.m3u8
三进山城,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ee157540ff2540ada0250edf3f6a3e0a/850.m3u8
苦菜花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ec47d310d888464f8446af5e6e04ded8/850.m3u8
智取华山,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ef243e3fa20544df9cc24b72ace8efa0/850.m3u8
渡江侦察记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d708e9c64aa34519af5490a793756c38/850.m3u8
奇袭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ac8b28fb66104aa7a5e3cd5a10ea986b/850.m3u8
小花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f97fb71bff5947ddaf905cc121c42ee4/850.m3u8
少林寺,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8af9ff377238407e927e597a1af47788/850.m3u8
英雄儿女,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/479d044b7a3d465fa3a5b850d36b219c/850.m3u8
大气层消失,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/45122e56521f49b68020e3e66bc28ce8/850.m3u8
霹雳贝贝,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7accc94d5590415284af5db904e4be5a/850.m3u8
泉水叮咚,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8b039f6988a04ca8b086d35031a77204/850.m3u8
柳堡的故事,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/706b979b8a934aaab677a11c410bb119/850.m3u8
李双双,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bac928d747984ed3bd17550879522f89/850.m3u8
大闹天宫,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a57c9e5e1696486e97d229a3ddb13749/850.m3u8
柳毅传书,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/2ee71b96a3574889829e17d70b3f3c02/2000.m3u8
卷席筒,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8bebd13583e341e1b9d9e1180d36aaaa/850.m3u8
铡刀下的红梅,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/6f0817bfbedd42c682d9152abd5402a3/850.m3u8
墙头马上,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c45285c6b2ac46a58d49c9351b18e369/850.m3u8
花为媒,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/48da40a19746409997717371a80fd9e6/2000.m3u8
牛郎织女,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/adc6931516694659a7b54176e4b38299/2000.m3u8
梁山伯与祝英台,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/427eb50cc6844d47bcd35d2fac737a0a/850.m3u8
铁弓缘,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/e19f3238b0ba4849aa50d6b7f1118ab9/2000.m3u8
碧玉簪,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9e90b1a2872b476b8a4f9882f9b63cde/850.m3u8
野猪林,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d2ddcbd8cdba4473a541687e683c1aca/850.m3u8
五女拜寿,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c38771a355214e97a855c213693a1153/850.m3u8
杜鹃山01,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/f468a89e0e394a718474523afe37c702/850.m3u8
杜鹃山02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5f76957927c5421e8bd75d0f53c95e4a/850.m3u8
红灯记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/84fd88d42e65413a90b9a8b54b685fde/850.m3u8
奇袭白虎团,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8d476d0de4a343bd8c77c8a83331fc16/850.m3u8
智取威虎山,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b59e746e354d4c0baefaca2f031eec25/850.m3u8
沙家浜,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/6241c3f25a9a4dda9b05b9ba185500e0/850.m3u8
红楼梦01,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f66e935661b44ff6b80a290537d5d204/2000.m3u8
红楼梦02,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/10470613ead24f5cb435137b5f39ab98/2000.m3u8
追鱼,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/3515e586d18743be99eb6cc2004cb995/2000.m3u8
穆桂英大战洪州,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/aaa5a373d97a47d1bc95b1418b672b33/2000.m3u8
秦香莲,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f8daefadadef41989225543875268a70/2000.m3u8
王老虎抢亲,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/3b6ae81ae49f4c72b0c977023565c762/850.m3u8
女驸马,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ba29b790f8ec435ba94fc072558431f0/850.m3u8
天仙配,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/1cd056751daf430a943e63e6428c40d7/850.m3u8
李二嫂改嫁01,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/90846f6758524d78997aad89df8c37e0/850.m3u8
李二嫂改嫁02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/47a9c8216d344c2dd45f11949dbbecb5/850.m3u8
林海雪原,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5023f1dcc73b4090962ee31e017fb8e3/850.m3u8
万水千山,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/8804d527d9d94b818b42624730203fa9/850.gy817
孙悟空三打白骨精,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e34b7a2f93d4efeaf7a583409b270cc/850.m3u8
巴黎圣母院,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/dd86918aafb042c5b51584ffcf5b0e00/850.m3u8
罗密欧与朱丽叶,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/95193e30bd454e77bc59a140f4e32ad2/850.m3u8
魂断蓝桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7fc704c5b2e04e65bab92b3986883ab3/850.m3u8
茜茜公主,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ffa8a73877194632b0278898f297d07b/850.m3u8
出水芙蓉,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/28f9967b04984830b3a1f6fb27561000/850.gy817
桂河大桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b125a3edccb34637b336cb867e8a5d5d/850.m3u8
电视剧频道,#genre#
狂飙,https://lunbo.freetv.top/yy/1382754187
武林外传,https://lunbo.freetv.top/yy/21092633
神雕侠侣,https://lunbo.freetv.top/yy/1351762426
济公游记,https://lunbo.freetv.top/yy/1355265814
举起手来,https://lunbo.freetv.top/yy/1382736877
封神榜,https://lunbo.freetv.top/yy/1353426319
天龙八部,https://lunbo.freetv.top/yy/1351814644
新三国演义,https://lunbo.freetv.top/yy/1382705738
火凤凰之战狼七,https://lunbo.freetv.top/yy/1463088777
少年包青天,https://lunbo.freetv.top/yy/38498680
宰相刘罗锅,https://lunbo.freetv.top/yy/1353892468
地下交通站,https://lunbo.freetv.top/yy/1353428972
射雕英雄传83版,https://lunbo.freetv.top/yy/1354210357
神探狄仁杰2,https://lunbo.freetv.top/yy/1382828767
无敌燕双鹰,https://lunbo.freetv.top/yy/1354825244
西游记后传,https://lunbo.freetv.top/yy/1382736846
正阳门下,https://lunbo.freetv.top/yy/1354931580
情满四合院,https://lunbo.freetv.top/yy/1382735541
火蓝刀锋,https://lunbo.freetv.top/yy/1382737892
幸福满院,https://lunbo.freetv.top/yy/1382737886
一剑开天门,https://lunbo.freetv.top/yy/34313906
雪豹,https://lunbo.freetv.top/yy/28099939
