应用名称：小凯TV
应用包名：ehidbo.TV.bop

应用签名：12315
★UA验证：
附加字符：
 

央视频道|密码：,#genre#
AXN,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1054
CINEMAX,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1030
STAR,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1032
Star,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1040
纬来肓乐,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1045
博斯运动1,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1225
momo,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1248
ELEVEN,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1069
港澳频道|密码：,#genre#
台湾-TVBS新闻台,https://s2.pub/cctv-23
台湾-台视,https://s2.pub/cctv-20
台湾-民视综合台,https://s2.pub/cctv-19
台湾-华视台,https://s2.pub/cctv-22
台湾-中视台,https://s2.pub/cctv-21
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民视第一台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=ME8E7785888977858889&ct=19226&tsum=a7c782372313ea616d8fced1cebdfbab
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
中视新闻,http://198.16.100.90:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
凤凰资讯,http://171.213.36.94:8888/udp/239.93.0.118:2191:5140
凤凰卫视,http://171.213.36.94:8888/udp/239.93.0.162:2192:5140
凤凰香港,http://141.95.85.201:6666/livehttpplay?channel_id=20067&fbl=$GWXL
凤凰中文,http://113.117.74.17:8081/hls/37/index.m3u8
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
翡翠台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571187&extension=ts
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8?$1280x720
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?$1024x576
香港衛視文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
纬来电影,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1183
龙华电影,http://lzoq.71.gay/gt/%E8%83%BD%E7%9C%8B%E5%A4%9A%E4%B9%85%E9%9A%8F%E7%BC%98.php?id=1245
龙腾功夫台,https://alirtspull.cc.netease.com/pushstation/620975b5fca5e25074c7437343961.flv?_t=7acf3134e910a1d8&src=webcc_4000_h5&quic_versions=46%2C43%2C39&auth_key=1704600516-d57286d8afbc4d078aaa33c29343a5db-0-d065295eaa21d176273f14823acff8bf&sid=3786a2ec13d5624ccb6f522b
thrill,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=683154
天映经典,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=683110
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
影视轮播|密码：,#genre#
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
可乐影院✔原,http://maomao.kandiantv.cn/douyu1.php?id=20415
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影✔原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看✔原,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
避风影院✔原,http://maomao.kandiantv.cn/douyu1.php?id=9826611
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
24h轮播,https://www.aois.eu.org/live/douyu/8009547
济公游记,http://mmitv.top/pltv/yy.php?id=1355265814
邵氏影院,http://43.138.170.29:35455/douyu/4246519
瑶瑶恐怖㊣版,http://159.75.85.63:35455/douyu/2935323
怡寶影院㊣版,http://159.75.85.63:35455/douyu/434971
萌小鬼片✔原,http://maomao.kandiantv.cn/douyu1.php?id=3928
康熙微服私访记,https://live.metshop.top/yy/1352811698
宰相刘罗锅,https://live.metshop.top/yy/1353892468
父母爱情,https://live.metshop.top/yy/1354926650
正阳门下,https://live.metshop.top/yy/1354931580
本山小品集,https://live.metshop.top/yy/1382683959
新三国,https://live.metshop.top/yy/1382705738
老三国,https://www.aois.eu.org/live/douyu/7459925
神医喜来乐,https://live.metshop.top/yy/1382714119
康熙王朝,https://live.metshop.top/yy/1382736818
金婚,https://live.metshop.top/yy/1382736832
士兵突击,https://live.metshop.top/yy/1382828766
雍正王朝,https://live.metshop.top/yy/23206872
西游记,https://www.aois.eu.org/live/douyu/8953746
神探狄仁杰,https://www.goodiptv.club/douyu/3439096武林外传,https://live.metshop.top/yy/1355914397
纪晓岚,https://live.metshop.top/yy/1354143978
鹿鼎记,https://live.metshop.top/yy/28265277
下饭神剧,https://live.metshop.top/yy/23512910
盜暮笔记24h,https://live.metshop.top/yy/1382702247
斗破苍穹玄幻剧,https://live.metshop.top/yy/1356051105
隋唐英雄传,https://live.metshop.top/yy/1352475619
幸福满院,https://live.metshop.top/yy/1382737886
地下交通站,https://live.metshop.top/yy/1353428972
知否知否应是绿肥红瘦,https://live.metshop.top/yy/21881901
林正英-经典电影,https://live.metshop.top/yy/34229877
倚天屠龙记,https://live.metshop.top/yy/1449856066
举起手来-惊险抗日,https://live.metshop.top/yy/1382736877
我的兄弟叫宝强,https://live.metshop.top/yy/1354752117
少年包青天1-3,https://live.metshop.top/yy/38498680
古惑仔,https://live.metshop.top/yy/1354507447
笑傲江湖,https://live.metshop.top/yy/1354282410
我和僵尸有个约会,https://live.metshop.top/yy/1354143966
燕双鹰,https://live.metshop.top/yy/1354143942
封神榜,https://live.metshop.top/yy/1353426319
放羊的星星,https://live.metshop.top/yy/1355260662
武侠电视剧,https://live.metshop.top/yy/1459331991
林正英,https://live.metshop.top/yy/1353685311
赌神片,https://live.metshop.top/yy/1355112116
新白娘子传奇,https://live.metshop.top/yy/1354490667
港片电影,https://live.metshop.top/yy/33897188
高分经典,https://live.metshop.top/yy/1382754187
狄仁杰,https://live.metshop.top/yy/1351755386
83射雕英雄传,https://live.metshop.top/yy/1354210357
东北一家,https://live.metshop.top/yy/1355273385
雪中悍刀行,https://live.metshop.top/yy/1382660835
速度与激情,https://live.metshop.top/yy/1382749892
欢乐集结号-,https://live.metshop.top/yy/1382741642
《仙侠》,https://live.metshop.top/yy/29600150
神雕侠侣,https://live.metshop.top/yy/1351762426
赵本山小品,https://live.metshop.top/yy/32160832
鹿鼎记-周星驰版,https://live.metshop.top/yy/1354658049
天龙八部,https://live.metshop.top/yy/1351814644
爆笑小品,https://live.metshop.top/yy/1354931503
经典电影,https://live.metshop.top/yy/1355142167
火蓝刀锋,https://live.metshop.top/yy/1382737892
武工队传奇,https://live.metshop.top/yy/1354790484
老剧轮播,https://live.metshop.top/yy/1453996620
神探狄仁杰2,https://live.metshop.top/yy/1382828767
24H国漫,https://live.metshop.top/yy/1353937086
玄幻电影,https://live.metshop.top/yy/1455460998
小兵张嘎,https://live.metshop.top/yy/1354930225
西游记后传,https://live.metshop.top/yy/1353392400
周星驰,https://live.metshop.top/yy/1382736808
敢死队,https://live.metshop.top/yy/1382735573
神探狄仁杰1,https://live.metshop.top/yy/1354930934
成龙经典,https://live.metshop.top/yy/34460526
斗罗斗破,https://live.metshop.top/yy/28796627
体育频道|密码：,#genre#
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
五星体育,http://zteres.sn.chinamobile.com:6060/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/1.m3u8
爱体育,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
SITV劲爆体育one,http://zteres.sn.chinamobile.com:6060/000000001000/5000000002000029972/1.m3u8?channel-id=bestzb&Contentid=5000000002000029972&livemode=1&stbId=3
咪咕24小时体育台,http://hlsbkmgsplive.miguvideo.com/wd_r2/virtuallive/tysy201903/150/index.m3u8?&encrypt=
NewTV超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8？世界杯世界杯
红牛TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
拳击频道,https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8
足球频道,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
少儿频道|密码：,#genre#
棉花糖和云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊出没•变形记,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
猪猪侠•英雄猪少年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大卫贝肯•倒霉特工熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
昆塔•反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
小凯动漫,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225849/index.m3u8
BTV卡酷少儿,http://101.224.232.228:9901/tsfile/live/1002_1.m3u8
动漫轮播,http://mmitv.top/pltv/yy.php?id=22777075
动漫轮播2,http://mmitv.top/pltv/yy.php?id=24180320
金鹰卡通,http://220.189.112.41:4022/rtp/233.50.201.73:5140
哈哈炫动,http://220.189.112.41:4022/rtp/233.50.201.74:5140
动漫秀场,http://220.189.112.41:4022/rtp/233.50.201.184:5140
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
卡酷动画,http://iptvcyp.top:9901/tsfile/live/1048_1.m3u8?key=txiptv
优漫卡通,http://iptvcyp.top:9901/tsfile/live/1047_1.m3u8?key=txiptv
嘉佳卡通,http://iptvcyp.top:9901/tsfile/live/1045_1.m3u8?key=txiptv
山东频道|密码：,#genre#
山东齐鲁,http://livealone.iqilu.com/iqilu/qlpdhjOF03kn.m3u8
山东文旅,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1002_1.m3u8
山东生活,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1003_1.m3u8
山东综艺,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1004_1.m3u8
山东体育,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1005_1.m3u8
山东新闻,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1006_1.m3u8
山东农科,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1007_1.m3u8
山东少儿,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1008_1.m3u8
山东教育卫视,http://wentaomeiyu1.x3322.net:3600/tsfile/live/1011_1.m3u8
山东教育,http://120.224.23.34:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
济南新闻,http://120.224.23.34:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
济南少儿,http://120.224.23.34:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
临沂新闻综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
青岛电视城阳区,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8
江苏频道|密码：,#genre#
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
苏州4K超清,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
溧水新闻,http://live.lsrmw.cn/zhpd/sd/live.m3u8
溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
铜山三农,http://stream.tstvxmt.com/ts2/sd/live.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
溧阳新闻综合频道,http://tvlive.cxzly.com/live/tv.m3u8
淮安新闻综合,http://live1.habctv.com/zhpdsl/sd/live.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd
句容影院频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8?zjiangsd
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
河北频道|密码：,#genre#
邯郸公共频道,http://live.hd.hdbs.cn/video/s10001-2021hdgg/index.m3u8?zhebd
邯郸科技教育,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8?zhebd
河北经济,http://222.223.119.21:8888/newlive/live/hls/49/live.m3u8
河北都市,http://222.223.119.21:8888/newlive/live/hls/50/live.m3u8
河北影视,http://222.223.119.21:8888/newlive/live/hls/51/live.m3u8
河北少儿,http://222.223.119.21:8888/newlive/live/hls/52/live.m3u8
河北公共,http://222.223.119.21:8888/newlive/live/hls/53/live.m3u8
河北农民,http://183.196.33.171:808/hls/22/index.m3u8
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
邱县电视二套,http://live.hd.hdbs.cn/video/s10013-qxds2/index.m3u8
邱县综合频道,http://live.hd.hdbs.cn/video/s10013-qxds1/index.m3u8
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
兴隆影视频道,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
河北三佳购物,https://event.pull.hebtv.com/jishi/sanjiagouwu.m3u8
衡水公共频道,rtmp://hls.hsrtv.cn/hls/hstv2
滦平新闻频道,rtmp://live.lpxrmtzx.com/live/wh?zhebd
河北影视剧,https://jwplay.hebyun.com.cn/live/hbystv/1500k/tzwj_video.m3u8
邯郸新闻综合,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8
邢台综合频道,http://a.xttv.top/xttv/5ebe09cb3d1a0f3f3d062e99c78175a0.flv?auth_key=1861891200-0-0-d86d236a74b9a55f2596a7346ec632a8
邢台公共频道,http://a.xttv.top/xttv/d0586743dc68918f808f28b8bc90c737.flv?auth_key=1861891200-0-0-82cd69002c4060ddabc0bfa1b3446dc2
鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8
深泽综合频道,https://jwcdnqx.hebyun.com.cn/live/shenzedianshi/1500k/tzwj_video.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
安平新闻综合,http://shou.city1000.cn/live/apxw.m3u8
阜城综合频道,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
阜城经济频道,http://hbfc.chinashadt.com:2036/live/5.stream/playlist.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8
深州综合频道,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/playlist.m3u8
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
滦州综合频道,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦州综艺频道,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
迁安新闻综合,https://jwplay.hebyun.com.cn/live/jiuyunqianan/1500k/tzwj_video.m3u8
